fichier,label_reel,prediction,image_path,resultat_complet,correct
32.jpeg,droit,droit,..\images\32.jpeg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[231, 212, 197],
        [232, 213, 198],
        [232, 213, 198],
        ...,
        [223, 204, 189],
        [224, 205, 190],
        [226, 207, 192]],

       [[232, 213, 198],
        [232, 213, 198],
        [232, 213, 198],
        ...,
        [223, 204, 189],
        [224, 205, 190],
        [225, 206, 191]],

       [[232, 213, 198],
        [232, 213, 198],
        [233, 214, 199],
        ...,
        [222, 203, 188],
        [223, 204, 189],
        [224, 205, 190]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 6.907066413733392, 'variation_centres': 0.10509900603293695, 'angles': [-11.005766622065883, -1.9838497916357432, -6.9402269589374574, -21.99112991717713, -22.018987350019373, -11.985414119079731, -6.990799515898603, -6.973640797510706, -10.950189736853394, -21.964313375816214], 'longueurs': [701.9095383309732, 664.3982239590952, 653.7904863180559, 616.883295283638, 586.8014996572521, 548.9672121356612, 476.5427577877981, 469.4731089210542, 468.53068202626815, 457.18377049059825]}}",True
33.jpeg,droit,droit,..\images\33.jpeg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [ 10,   6,   5],
        ...,
        [ 89,  70,  55],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  9,  15,  22],
        [  9,  15,  22],
        [ 10,  16,  23],
        ...,
        [116, 111, 108],
        [116, 111, 108],
        [116, 111, 108]],

       [[  7,  13,  20],
        [  8,  14,  21],
        [  9,  15,  22],
        ...,
        [117, 112, 109],
        [117, 112, 109],
        [116, 111, 108]],

       [[  7,  13,  20],
        [  7,  13,  20],
        [  9,  15,  22],
        ...,
        [117, 112, 109],
        [117, 112, 109],
        [117, 112, 109]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 2.746167815210788, 'variation_centres': 0.05865023239999713, 'angles': [-6.002605624689035, -6.03474385435978, -6.02593233204291, -5.981227871306311, -2.009553813021139, -6.009005957494525, -3.9925087700118747, -3.984316002372223, -11.949757221493854, -10.051208840705813], 'longueurs': [937.138196852524, 932.1657577920356, 885.8950276415372, 863.7019161724721, 855.5261538959519, 840.6188196798832, 833.0216083631925, 805.947889134279, 772.7457537896925, 767.7838237420739]}}",True
34.jpg,droit,tournant,..\images\34.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [237, 222, 219],
        ...,
        [ 48,  46,  46],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [157, 158, 162],
        ...,
        [154, 166, 166],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'tournant', 'metriques': {'ecart_type_angles': 3.7872131636094037, 'variation_centres': 0.8157149963047267, 'angles': [5.9440038404665625, 5.019853642019552, 3.002272587892305, 1.0569977767848944, 0.8780274994728942, 2.053550563510988, 13.922898849188138, 0.9430552324710091, 2.0007856166685785, 5.914946366431022], 'longueurs': [415.23246501207007, 297.13969778540195, 286.3930865087354, 271.0461215365385, 261.03064954139006, 251.16130275183716, 245.20399670478457, 243.03291958086666, 229.13969538253298, 223.1882613400624]}}",False
35.jpg,droit,tournant,..\images\35.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [148, 181, 201],
        ...,
        [198, 178, 161],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [197, 204, 207],
        ...,
        [ 67,  82,  85],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'tournant', 'metriques': {'ecart_type_angles': 6.545125162598976, 'variation_centres': 0.6414026208909388, 'angles': [4.993743985823392, 26.991827488981997, 26.991827488981997, 27.95961679471201, 25.016893478100023, 27.89727103094763, 28.162527374323616, 23.910092300100885, 24.015102164117806, 23.883095335536606], 'longueurs': [310.17736861350795, 240.160363090998, 240.160363090998, 238.88281646028875, 231.7412350014559, 230.82460874005614, 224.58851261807672, 222.05629916757596, 221.14248800264502, 219.8226557932553]}}",False
36.jpeg,tournant,droit,..\images\36.jpeg,"{'est_escalier': True, 'masque_escalier': array([[0, 0, 0, ..., 0, 0, 0],
       [0, 0, 0, ..., 0, 0, 0],
       [0, 0, 0, ..., 0, 0, 0],
       ...,
       [0, 0, 0, ..., 0, 0, 0],
       [0, 0, 0, ..., 0, 0, 0],
       [0, 0, 0, ..., 0, 0, 0]], dtype=uint8), 'image_classification': array([[[ 90, 102, 104],
        [ 77,  90,  92],
        [ 67,  82,  84],
        ...,
        [ 33,  39,  44],
        [ 35,  39,  44],
        [ 35,  39,  44]],

       [[ 85,  97,  99],
        [ 75,  88,  90],
        [ 67,  85,  86],
        ...,
        [ 33,  39,  44],
        [ 35,  39,  44],
        [ 35,  39,  44]],

       [[ 84,  97,  99],
        [ 74,  89,  91],
        [ 67,  86,  89],
        ...,
        [ 31,  39,  46],
        [ 33,  39,  46],
        [ 33,  39,  46]],

       ...,

       [[ 94, 115, 123],
        [ 92, 115, 123],
        [ 90, 116, 123],
        ...,
        [ 85, 125, 130],
        [ 88, 124, 130],
        [ 89, 126, 130]],

       [[101, 117, 124],
        [ 99, 117, 124],
        [ 98, 117, 125],
        ...,
        [ 83, 123, 128],
        [ 86, 122, 128],
        [ 86, 123, 127]],

       [[103, 116, 124],
        [101, 117, 124],
        [ 99, 116, 125],
        ...,
        [ 82, 122, 127],
        [ 84, 120, 126],
        [ 84, 121, 125]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 0.4917596766837792, 'variation_centres': 0.018725293089879178, 'angles': [2.003557484116326, 2.038312377270653, 0.9972148649862377, 0.9980833434077139, 1.0121876139824504, 0.9667109308681182, 1.969576427799401, 1.969576427799401, 1.9603298489569756, 2.033948569142771], 'longueurs': [1172.7169308916793, 1152.7293698002147, 1149.1740512211368, 1148.174202810706, 1132.1766646597164, 1126.1602905448228, 1105.6532006013458, 1105.6532006013458, 1081.633024643756, 1070.6745537276956]}}",False
37.jpeg,droit,droit,..\images\37.jpeg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [141, 145, 150],
        ...,
        [112, 121, 125],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 2.1192046061796903, 'variation_centres': 0.12062293150434897, 'angles': [-4.015042473715899, -1.9994081514753275, -3.999803844664013, 0.0, 0.9798121738484075, 0.0, -3.9801378984791262, 0.0, 0.0, 2.019968197724151], 'longueurs': [2313.6784564843924, 2178.3261922861784, 2093.098182121422, 2021.0, 1988.2907232092596, 1976.0, 1973.7603704604062, 1961.0, 1936.0, 1929.1987974286112]}}",True
38.jpeg,droit,droit,..\images\38.jpeg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [209, 172, 152],
        ...,
        [209, 228, 231],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 0.3991704729842035, 'variation_centres': 0.02451273704855245, 'angles': [0.98776039963981, 0.0, 0.0, 0.0, 1.0079641364211926, 0.0, 0.0, 0.0, 0.0, 0.0], 'longueurs': [2552.379282160079, 2503.0, 2470.0, 2450.0, 2444.3782440530763, 2438.0, 2437.0, 2437.0, 2437.0, 2424.0]}}",True
39.jpeg,droit,droit,..\images\39.jpeg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [158, 186, 193],
        ...,
        [ 25,  34,  31],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 1.6517632621467777, 'variation_centres': 0.006571922952622502, 'angles': [18.997399272589927, 18.998895452882664, 19.030327179574567, 19.030327179574567, 17.01672085825411, 15.96575446201552, 15.972637443866258, 15.986292239097596, 14.992496648393178, 15.007476404428527], 'longueurs': [1191.9198798577024, 1188.757754969447, 1186.8668838585058, 1186.8668838585058, 1175.4624621824382, 1159.7353146300236, 1155.6145551177522, 1154.6531946866123, 1148.0810075948473, 1116.0667542759259]}}",True
4.jpg,tournant,droit,..\images\4.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [255, 254, 250],
        ...,
        [ 55,  39,  93],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 5.043118218999307, 'variation_centres': 0.05916417972167876, 'angles': [-21.999587795037687, -11.008669750195807, -11.008669750195807, -10.977893682686705, -22.004310055054752, -21.998588885617252, -21.98710346920625, -21.98710346920625, -22.023392024037967, -22.023392024037967], 'longueurs': [1932.728641066821, 1827.6315274146482, 1827.6315274146482, 1827.4408335155479, 1782.872121045141, 1780.6431422382195, 1776.1852380875143, 1776.1852380875143, 1773.4037893271798, 1773.4037893271798]}}",False
40.jpg,droit,droit,..\images\40.jpg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[ 73,  82,  55],
        [ 78,  87,  60],
        [ 76,  85,  58],
        ...,
        [ 97, 117, 128],
        [ 97, 117, 128],
        [ 96, 116, 127]],

       [[ 72,  81,  54],
        [ 76,  85,  58],
        [ 77,  86,  59],
        ...,
        [ 96, 116, 127],
        [ 96, 116, 127],
        [ 95, 115, 126]],

       [[ 71,  80,  53],
        [ 75,  84,  57],
        [ 74,  83,  56],
        ...,
        [ 94, 114, 125],
        [ 95, 115, 126],
        [ 94, 114, 125]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 0.4934921901458476, 'variation_centres': 0.0480393102595672, 'angles': [0.0, 0.0, 0.0, 0.0, 1.0173931212743497, 1.0186404283021944, 1.007610826982291, 1.007610826982291, 1.0101483642720277, 0.9814941143787347], 'longueurs': [1671.0, 1670.0, 1668.0, 1668.0, 1633.2574812319092, 1631.2577969162323, 1592.2462121167066, 1592.2462121167066, 1588.2468322020982, 1576.2312647578083]}}",True
41.jpg,droit,droit,..\images\41.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [125, 130, 131],
        ...,
        [101, 138, 160],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 2.5385237342287152, 'variation_centres': 0.28813799397628725, 'angles': [18.98209515976392, 19.008129693557816, 18.99665415548856, 19.029518258487112, 18.98805783792325, 19.01638486125607, 18.968798466890625, 10.976498142100152, 15.977410674744899, 20.009693888675187], 'longueurs': [2318.055219359539, 2244.380760922709, 1999.9204984198748, 1432.2726695709864, 1343.0819036827204, 1215.325882222542, 1052.1354475541634, 808.7966369860844, 737.4889829685593, 736.4563802425776]}}",True
42.jpg,tournant,droit,..\images\42.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [245, 241, 236],
        ...,
        [ 43,  40,  32],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 0.3020692366442605, 'variation_centres': 0.22426141018045925, 'angles': [5.991153097816872, 5.992017925606736, 5.995892461407917, 5.98743172166464, 6.025771636881332, 5.980938138293105, 5.980938138293105, 6.0013583628371805, 4.987585836957484, 5.987364121608582], 'longueurs': [2519.762885669999, 2471.5031863220406, 2058.25994471058, 1668.0998171572348, 1609.8950276337896, 1602.724243280796, 1602.724243280796, 1568.596825191228, 1529.7924695853355, 1524.31525610682]}}",False
43.jpg,tournant,tournant,..\images\43.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [241, 242, 240],
        ...,
        [123, 157, 173],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'tournant', 'metriques': {'ecart_type_angles': 18.57001501378536, 'variation_centres': 0.7075610568050013, 'angles': [11.046093026006545, 10.979799508006177, 23.99815764366601, -26.01678294077379, -24.95697634489538, 23.98791985595881, -21.97343146854942, 10.956178440277474, 11.01652089802059, 10.988651096493982], 'longueurs': [1064.7257862942927, 987.0688932389673, 978.5908235825635, 934.7192091746056, 924.3073082043655, 915.0300541512285, 865.9012645792822, 857.632205552007, 842.525963991615, 839.3902548874391]}}",True
44.jpg,droit,droit,..\images\44.jpg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[150, 152, 153],
        [150, 152, 153],
        [149, 151, 152],
        ...,
        [132, 158, 170],
        [132, 158, 170],
        [132, 158, 170]],

       [[150, 152, 153],
        [150, 152, 153],
        [149, 151, 152],
        ...,
        [132, 158, 170],
        [132, 158, 170],
        [132, 158, 170]],

       [[150, 152, 153],
        [150, 152, 153],
        [149, 151, 152],
        ...,
        [133, 159, 171],
        [133, 159, 171],
        [133, 159, 171]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 7.383018375346054, 'variation_centres': 0.12397311288192062, 'angles': [5.9869259510678186, -4.020567103663067, -8.987167460412762, 18.029029073611294, 7.004647241294467, 0.0, -4.025473038451739, -1.0015724356557718, -1.008624310660236, -4.986333771235495], 'longueurs': [1629.8898735804207, 1255.0888414769688, 1229.0890935973682, 1205.174261258512, 1180.8132790581244, 1179.0, 1153.84661025632, 1144.1748118185437, 1136.1760426976093, 1046.9622724816784]}}",True
